,0
Q5TAA0,AF-Q5TAA0-F1-model_v4_TED01:1.25.40:20:164;AF-Q5TAA0-F1-model_v4_TED03:1.25.40:303:427;AF-Q5TAA0-F1-model_v4_TED02:1.20.58:192:292;AF-Q5TAA0-F1-model_v4_TED04:1.20.930:464:553
Q5TAB7,AF-Q5TAB7-F1-model_v4_TED01:-:80:113
Q5TAP6,AF-Q5TAP6-F1-model_v4_TED01:-:214:329
Q5TAQ9,AF-Q5TAQ9-F1-model_v4_TED01:-:150:181;AF-Q5TAQ9-F1-model_v4_TED02:2.130.10.10:184:531
Q5TAT6,
Q5TB80,AF-Q5TB80-F1-model_v4_TED01:-:1030:1116;AF-Q5TB80-F1-model_v4_TED02:1.20.5:1170:1241;AF-Q5TB80-F1-model_v4_TED03:1.20.5:1244:1305;AF-Q5TB80-F1-model_v4_TED04:1.20.5:1326:1386
Q5TBB1,AF-Q5TBB1-F1-model_v4_TED01:2.20.25.530:15:92;AF-Q5TBB1-F1-model_v4_TED03:1.10.20.120:161:237;AF-Q5TBB1-F1-model_v4_TED02:1.10.10:93:159
Q5TBC7,AF-Q5TBC7-F1-model_v4_TED01:1.10.437:6:159
Q5TBE3,AF-Q5TBE3-F1-model_v4_TED01:-:24:68
Q5TBK1,AF-Q5TBK1-F1-model_v4_TED01:3.40.50.300:42:190
Q5TC04,
Q5TC12,AF-Q5TC12-F1-model_v4_TED01:-:116:327
Q5TC84,AF-Q5TC84-F1-model_v4_TED01:-:94:310
Q5TCH4,AF-Q5TCH4-F1-model_v4_TED01:-:74:449;AF-Q5TCH4-F1-model_v4_TED02:1.10.630.10:115:519
Q5TCM9,
Q5TD94,AF-Q5TD94-F1-model_v4_TED01:-:208:264;AF-Q5TD94-F1-model_v4_TED02:-:301:648
Q5TDP6,AF-Q5TDP6-F1-model_v4_TED01:3.10.20.70:67:179;AF-Q5TDP6-F1-model_v4_TED02:3.30.590.10:189:508
Q5TEA3,AF-Q5TEA3-F1-model_v4_TED01:3.40.350.10:26:218;AF-Q5TEA3-F1-model_v4_TED02:3.90.230:222:502;AF-Q5TEA3-F1-model_v4_TED03:2.30.29.30:532:688;AF-Q5TEA3-F1-model_v4_TED04:3.40.50.300:748:961;AF-Q5TEA3-F1-model_v4_TED05:3.30.1220.10:973:1085;AF-Q5TEA3-F1-model_v4_TED06:-:1098:1167
Q5TEA6,AF-Q5TEA6-F1-model_v4_TED01:-:25:177;AF-Q5TEA6-F1-model_v4_TED02:-:486:545;AF-Q5TEA6-F1-model_v4_TED03:1.25.40.10:550:630
Q5TEZ4,
Q5TEZ5,
Q5TF39,AF-Q5TF39-F1-model_v4_TED01:1.20.1250.20:2:208;AF-Q5TF39-F1-model_v4_TED02:1.20.1250.20:227:414
Q5TFE4,AF-Q5TFE4-F1-model_v4_TED01:3.40.50.1000:2:455;AF-Q5TFE4-F1-model_v4_TED02:-:27:189
Q5TG53,
Q5TGL8,AF-Q5TGL8-F1-model_v4_TED01:3.30.1520.10:17:141
Q5TGU0,AF-Q5TGU0-F1-model_v4_TED01:1.20.1260.100:40:156
Q5TGY1,"AF-Q5TGY1-F1-model_v4_TED02:3.40.50,3.40.50:267:519;AF-Q5TGY1-F1-model_v4_TED01:1.10.3680:31:148"
Q5TGZ0,AF-Q5TGZ0-F1-model_v4_TED01:1.10.287:7:62
Q5TH74,
Q5THK1,
Q5TIA1,AF-Q5TIA1-F1-model_v4_TED03:-:1169:1246;AF-Q5TIA1-F1-model_v4_TED01:1.25.40:414:588;AF-Q5TIA1-F1-model_v4_TED02:1.25.10:810:1076
Q5TID7,
Q5TKA1,AF-Q5TKA1-F1-model_v4_TED01:2.30.30.140:188:287;AF-Q5TKA1-F1-model_v4_TED03:-:427:526;AF-Q5TKA1-F1-model_v4_TED02:1.20.120:335:417
Q5TYM5,AF-Q5TYM5-F1-model_v4_TED01:2.170.150.20:12:126
Q5TYX0,AF-Q5TYX0-F1-model_v4_TED01:-:11:94;AF-Q5TYX0-F1-model_v4_TED02:3.80.10.10:324:476
Q5TZF3,AF-Q5TZF3-F1-model_v4_TED01:1.25.40.20:38:155;AF-Q5TZF3-F1-model_v4_TED02:1.20.1270.10:163:242
Q5U3C3,AF-Q5U3C3-F1-model_v4_TED01:-:45:279
Q5U4N7,AF-Q5U4N7-F1-model_v4_TED01:1.20.5:32:62
Q5U5X0,AF-Q5U5X0-F1-model_v4_TED01:1.20.1270:2:88
Q5U5X8,
Q5U649,AF-Q5U649-F1-model_v4_TED01:-:2:245
Q5UCC4,AF-Q5UCC4-F1-model_v4_TED01:-:52:189
Q5UE93,"AF-Q5UE93-F1-model_v4_TED02:2.60.200,2.60.200:540:709;AF-Q5UE93-F1-model_v4_TED01:1.20.930:2:131"
Q5UIP0,AF-Q5UIP0-F1-model_v4_TED01:1.25.10:2:93;AF-Q5UIP0-F1-model_v4_TED02:1.25.10.10:94:216;AF-Q5UIP0-F1-model_v4_TED03:-:218:304;AF-Q5UIP0-F1-model_v4_TED04:-:308:544;AF-Q5UIP0-F1-model_v4_TED05:1.10.40:2294:2365
Q5VIR6,AF-Q5VIR6-F1-model_v4_TED01:-:8:131;AF-Q5VIR6-F1-model_v4_TED02:-:166:362;AF-Q5VIR6-F1-model_v4_TED03:1.10.357.50:423:599;AF-Q5VIR6-F1-model_v4_TED04:-:746:794
Q5VSD8,
Q5VSG8,AF-Q5VSG8-F1-model_v4_TED01:3.20.20.80:103:457
Q5VSL9,AF-Q5VSL9-F1-model_v4_TED01:-:77:741;AF-Q5VSL9-F1-model_v4_TED02:-:429:472;AF-Q5VSL9-F1-model_v4_TED03:-:797:833
Q5VSR9,
Q5VST6,AF-Q5VST6-F1-model_v4_TED01:3.40.50.1820:32:283
Q5VSY0,
Q5VT28,
Q5VT33,
Q5VT40,AF-Q5VT40-F1-model_v4_TED01:-:14:257
Q5VT79,AF-Q5VT79-F1-model_v4_TED01:1.10.220.10:24:80;AF-Q5VT79-F1-model_v4_TED02:1.10.220.10:96:165;AF-Q5VT79-F1-model_v4_TED03:1.10.220.10:177:253;AF-Q5VT79-F1-model_v4_TED04:1.10.220.10:255:324
Q5VT98,AF-Q5VT98-F1-model_v4_TED01:-:10:97;AF-Q5VT98-F1-model_v4_TED02:3.80.10.10:323:475
Q5VTA0,AF-Q5VTA0-F1-model_v4_TED01:1.25.40:10:182
Q5VTH2,
Q5VTH9,AF-Q5VTH9-F1-model_v4_TED01:2.130.10.10:479:841
Q5VTJ3,AF-Q5VTJ3-F1-model_v4_TED01:-:417:487;AF-Q5VTJ3-F1-model_v4_TED02:2.120.10.80:495:768
Q5VTL8,AF-Q5VTL8-F1-model_v4_TED01:-:59:234
Q5VTQ0,AF-Q5VTQ0-F1-model_v4_TED01:1.25.40:133:292;AF-Q5VTQ0-F1-model_v4_TED03:1.25.40.10:548:682;AF-Q5VTQ0-F1-model_v4_TED02:1.25.40:427:534
Q5VTT2,
Q5VTU8,AF-Q5VTU8-F1-model_v4_TED01:1.10.1620.20:5:39
Q5VTY9,AF-Q5VTY9-F1-model_v4_TED01:-:5:492;AF-Q5VTY9-F1-model_v4_TED02:-:59:239
Q5VU65,"AF-Q5VU65-F1-model_v4_TED01:2.60.40.10:131:252;AF-Q5VU65-F1-model_v4_TED02:2.60.40,2.60.40:253:355;AF-Q5VU65-F1-model_v4_TED03:2.60.40.1080:467:545;AF-Q5VU65-F1-model_v4_TED04:2.60.40.1080:549:652;AF-Q5VU65-F1-model_v4_TED05:2.60.40.2020:656:759;AF-Q5VU65-F1-model_v4_TED06:2.60.40,2.60.40:760:898;AF-Q5VU65-F1-model_v4_TED07:2.60.40.10:905:982;AF-Q5VU65-F1-model_v4_TED08:2.60.40.10:987:1083;AF-Q5VU65-F1-model_v4_TED09:2.60.40.1080:1094:1169;AF-Q5VU65-F1-model_v4_TED10:2.60.40.1080:1177:1480;AF-Q5VU65-F1-model_v4_TED11:-:1490:1694;AF-Q5VU65-F1-model_v4_TED12:2.60.40.10:1698:1789"
Q5VU69,
Q5VU92,AF-Q5VU92-F1-model_v4_TED01:2.130.10.10:90:463
Q5VUB5,"AF-Q5VUB5-F1-model_v4_TED01:2.60.40.1120:32:120;AF-Q5VUB5-F1-model_v4_TED02:2.60.220,2.60.220:121:307"
Q5VUE5,AF-Q5VUE5-F1-model_v4_TED01:-:73:134
Q5VUM1,
Q5VVB8,AF-Q5VVB8-F1-model_v4_TED01:-:14:127
Q5VVC0,AF-Q5VVC0-F1-model_v4_TED01:3.40.50.10130:13:138;AF-Q5VVC0-F1-model_v4_TED02:1.20.5:142:172
Q5VVH5,"AF-Q5VVH5-F1-model_v4_TED01:3.30.110.170:52:253;AF-Q5VVH5-F1-model_v4_TED02:3.30.70,3.30.70:68:162"
Q5VVM6,
Q5VVS0,
Q5VVY1,AF-Q5VVY1-F1-model_v4_TED01:-:1:59;AF-Q5VVY1-F1-model_v4_TED02:3.40.50.150:84:278
Q5VW00,AF-Q5VW00-F1-model_v4_TED01:2.130.10.10:91:463
Q5VW36,AF-Q5VW36-F1-model_v4_TED01:1.20.1440:233:362;AF-Q5VW36-F1-model_v4_TED02:1.25.40:1452:1574
Q5VWC8,AF-Q5VWC8-F1-model_v4_TED01:-:13:224
Q5VWM3,AF-Q5VWM3-F1-model_v4_TED01:-:10:102;AF-Q5VWM3-F1-model_v4_TED02:3.80.10.10:333:464
Q5VWM4,AF-Q5VWM4-F1-model_v4_TED01:-:13:112;AF-Q5VWM4-F1-model_v4_TED02:-:207:322;AF-Q5VWM4-F1-model_v4_TED03:3.80.10.10:329:474
Q5VWM6,AF-Q5VWM6-F1-model_v4_TED01:-:10:101
Q5VWP2,AF-Q5VWP2-F1-model_v4_TED01:-:9:229;AF-Q5VWP2-F1-model_v4_TED02:1.20.1310:234:349
Q5VWP3,
Q5VWQ0,AF-Q5VWQ0-F1-model_v4_TED02:2.60.120.650:395:705
Q5VWZ2,AF-Q5VWZ2-F1-model_v4_TED01:3.40.50.1820:13:229
Q5VX52,AF-Q5VX52-F1-model_v4_TED01:3.10.20:37:138;AF-Q5VX52-F1-model_v4_TED02:1.20.5:289:361;AF-Q5VX52-F1-model_v4_TED03:1.20.5:411:458
Q5VXH4,AF-Q5VXH4-F1-model_v4_TED01:-:10:101;AF-Q5VXH4-F1-model_v4_TED02:3.80.10.10:324:472
Q5VXH5,AF-Q5VXH5-F1-model_v4_TED01:-:13:110;AF-Q5VXH5-F1-model_v4_TED02:-:207:321;AF-Q5VXH5-F1-model_v4_TED03:3.30.750:351:474
Q5VXU1,AF-Q5VXU1-F1-model_v4_TED01:-:1:176
Q5VXU3,AF-Q5VXU3-F1-model_v4_TED01:-:89:217
Q5VXU9,AF-Q5VXU9-F1-model_v4_TED01:-:582:851;AF-Q5VXU9-F1-model_v4_TED02:3.40.50.10130:865:1033;AF-Q5VXU9-F1-model_v4_TED03:1.10.150:1054:1100
Q5VY09,AF-Q5VY09-F1-model_v4_TED01:1.20.1270:2:327
Q5VYK3,AF-Q5VYK3-F1-model_v4_TED02:-:113:292;AF-Q5VYK3-F1-model_v4_TED03:-:555:683;AF-Q5VYK3-F1-model_v4_TED04:1.25.10.10:1294:1536;AF-Q5VYK3-F1-model_v4_TED05:1.25.10.10:1687:1845;AF-Q5VYK3-F1-model_v4_TED01:1.20.1050:2:103
Q5VYM1,
Q5VYS4,AF-Q5VYS4-F1-model_v4_TED01:-:20:244
Q5VYV7,AF-Q5VYV7-F1-model_v4_TED01:-:3:126
Q5VYY1,AF-Q5VYY1-F1-model_v4_TED01:1.25.40.20:128:191
Q5VZ46,
Q5VZ52,AF-Q5VZ52-F1-model_v4_TED01:2.20.110.10:8:70;AF-Q5VZ52-F1-model_v4_TED02:-:83:114;AF-Q5VZ52-F1-model_v4_TED03:-:117:157
Q5VZ66,AF-Q5VZ66-F1-model_v4_TED01:1.20.5:18:126
Q5VZ72,AF-Q5VZ72-F1-model_v4_TED01:-:17:165;AF-Q5VZ72-F1-model_v4_TED02:1.20.5:166:239
Q5VZE5,AF-Q5VZE5-F1-model_v4_TED01:-:85:342;AF-Q5VZE5-F1-model_v4_TED02:-:346:512
Q5VZI3,AF-Q5VZI3-F1-model_v4_TED01:-:38:200;AF-Q5VZI3-F1-model_v4_TED02:-:203:335
Q5VZK9,AF-Q5VZK9-F1-model_v4_TED01:2.30.29.30:11:152;AF-Q5VZK9-F1-model_v4_TED02:-:673:868
Q5VZM2,AF-Q5VZM2-F1-model_v4_TED01:3.40.50.300:38:239;AF-Q5VZM2-F1-model_v4_TED02:3.30.450.190:244:361
Q5VZQ5,
Q5VZR4,
Q5VZV1,AF-Q5VZV1-F1-model_v4_TED01:3.40.50.150:51:262
Q5VZY2,AF-Q5VZY2-F1-model_v4_TED01:-:50:241;AF-Q5VZY2-F1-model_v4_TED02:-:108:139
Q5W064,AF-Q5W064-F1-model_v4_TED01:3.40.50.1820:4:365
Q5W0A0,AF-Q5W0A0-F1-model_v4_TED02:-:462:641
Q5W0B7,AF-Q5W0B7-F1-model_v4_TED01:-:3:349
Q5W0N0,AF-Q5W0N0-F1-model_v4_TED01:2.10.60:80:155
Q5W0Q7,AF-Q5W0Q7-F1-model_v4_TED01:-:48:93;AF-Q5W0Q7-F1-model_v4_TED02:-:227:501
Q5W0V3,AF-Q5W0V3-F1-model_v4_TED02:-:292:495;AF-Q5W0V3-F1-model_v4_TED03:-:566:764;AF-Q5W0V3-F1-model_v4_TED01:1.20.1050:2:139
Q5W150,
Q5W186,AF-Q5W186-F1-model_v4_TED01:3.10.450.10:38:113
Q5W5X9,AF-Q5W5X9-F1-model_v4_TED01:1.25.40.10:39:163;AF-Q5W5X9-F1-model_v4_TED02:1.25.40.10:330:408
Q5XKK7,
Q5XKP0,AF-Q5XKP0-F1-model_v4_TED01:1.20.5:1:31;AF-Q5XKP0-F1-model_v4_TED02:1.20.5:33:68;AF-Q5XKP0-F1-model_v4_TED03:1.20.5:80:118
Q5XKR9,
Q5XX13,AF-Q5XX13-F1-model_v4_TED01:-:24:272;AF-Q5XX13-F1-model_v4_TED02:-:282:334
Q629K1,AF-Q629K1-F1-model_v4_TED01:1.20.5:12:45;AF-Q629K1-F1-model_v4_TED02:1.20.5:47:78
Q63HM2,AF-Q63HM2-F1-model_v4_TED01:-:11:262;AF-Q63HM2-F1-model_v4_TED02:-:299:519;AF-Q63HM2-F1-model_v4_TED03:-:537:605;AF-Q63HM2-F1-model_v4_TED04:-:610:1171;AF-Q63HM2-F1-model_v4_TED05:-:751:1059
Q63HQ0,AF-Q63HQ0-F1-model_v4_TED01:1.20.5:65:137
Q63ZE4,AF-Q63ZE4-F1-model_v4_TED01:-:48:123;AF-Q63ZE4-F1-model_v4_TED02:1.20.1250.20:335:541
Q63ZY3,AF-Q63ZY3-F1-model_v4_TED01:1.25.40.20:591:694;AF-Q63ZY3-F1-model_v4_TED02:1.25.40.20:699:835
Q641Q3,AF-Q641Q3-F1-model_v4_TED01:2.60.120.290:54:175;AF-Q641Q3-F1-model_v4_TED02:2.40.50.120:186:302
Q64ET8,AF-Q64ET8-F1-model_v4_TED01:1.20.5:172:202;AF-Q64ET8-F1-model_v4_TED02:1.20.5:203:233
Q64LD2,AF-Q64LD2-F1-model_v4_TED01:2.130.10.10:237:542
Q658K8,AF-Q658K8-F1-model_v4_TED01:-:14:99
Q658L1,
Q659A1,AF-Q659A1-F1-model_v4_TED01:-:85:931;AF-Q659A1-F1-model_v4_TED02:-:166:891
Q66GS9,AF-Q66GS9-F1-model_v4_TED01:-:2:139;AF-Q66GS9-F1-model_v4_TED02:1.20.5:264:427
Q66K64,
Q66K66,AF-Q66K66-F1-model_v4_TED01:-:35:249
Q66K80,
Q66LE6,AF-Q66LE6-F1-model_v4_TED01:2.130.10.10:17:449
Q66PJ3,AF-Q66PJ3-F1-model_v4_TED02:1.20.5:394:421
Q674R7,AF-Q674R7-F1-model_v4_TED01:-:186:352;AF-Q674R7-F1-model_v4_TED02:-:354:670;AF-Q674R7-F1-model_v4_TED03:-:676:847
Q676U5,AF-Q676U5-F1-model_v4_TED02:2.130.10.10:314:606;AF-Q676U5-F1-model_v4_TED01:1.20.5:104:184
Q68CJ6,AF-Q68CJ6-F1-model_v4_TED01:-:41:778;AF-Q68CJ6-F1-model_v4_TED02:3.40.50:108:438;AF-Q68CJ6-F1-model_v4_TED03:-:159:229;AF-Q68CJ6-F1-model_v4_TED04:1.20.120:487:740
Q68CP4,"AF-Q68CP4-F1-model_v4_TED01:2.60.40,2.60.40:82:189;AF-Q68CP4-F1-model_v4_TED02:-:270:658"
Q68CQ4,AF-Q68CQ4-F1-model_v4_TED01:3.40.50.300:210:560;AF-Q68CQ4-F1-model_v4_TED02:3.40.50.300:568:754
Q68CQ7,AF-Q68CQ7-F1-model_v4_TED01:3.90.550.10:65:347
Q68CR1,AF-Q68CR1-F1-model_v4_TED01:2.60.40.10:84:213;AF-Q68CR1-F1-model_v4_TED02:2.60.120.200:247:435;AF-Q68CR1-F1-model_v4_TED03:-:438:604;AF-Q68CR1-F1-model_v4_TED04:-:979:1062
Q68CR7,AF-Q68CR7-F1-model_v4_TED01:3.80.10.10:2:202
Q68CZ6,AF-Q68CZ6-F1-model_v4_TED02:-:198:430;AF-Q68CZ6-F1-model_v4_TED04:-:527:601;AF-Q68CZ6-F1-model_v4_TED01:1.20.5:99:183;AF-Q68CZ6-F1-model_v4_TED03:4.10.280:447:510
Q68D10,
Q68D20,
Q68D42,AF-Q68D42-F1-model_v4_TED01:1.10.287:9:64
Q68D86,
Q68DH5,AF-Q68DH5-F1-model_v4_TED01:-:2:547;AF-Q68DH5-F1-model_v4_TED02:-:223:600
Q68DL7,AF-Q68DL7-F1-model_v4_TED01:-:8:311;AF-Q68DL7-F1-model_v4_TED02:-:169:276
Q68DN1,
Q68E01,AF-Q68E01-F1-model_v4_TED01:-:44:132;AF-Q68E01-F1-model_v4_TED02:-:204:306;AF-Q68E01-F1-model_v4_TED04:-:562:720;AF-Q68E01-F1-model_v4_TED03:1.25.40:307:498;AF-Q68E01-F1-model_v4_TED05:1.25.40:853:976
Q68EN5,AF-Q68EN5-F1-model_v4_TED01:-:174:469
Q695T7,AF-Q695T7-F1-model_v4_TED01:-:12:611
Q69YG0,AF-Q69YG0-F1-model_v4_TED01:-:32:146
Q69YL0,AF-Q69YL0-F1-model_v4_TED01:4.10.270:16:83
Q69YN2,AF-Q69YN2-F1-model_v4_TED01:3.60.21.10:5:254;AF-Q69YN2-F1-model_v4_TED02:3.30.428.10:338:531
Q69YN4,"AF-Q69YN4-F1-model_v4_TED01:2.60.120.260:9:129;AF-Q69YN4-F1-model_v4_TED02:1.25.10,1.25.40:375:516;AF-Q69YN4-F1-model_v4_TED03:-:906:1120"
Q69YU3,AF-Q69YU3-F1-model_v4_TED01:1.25.40.20:9:161
Q69YU5,AF-Q69YU5-F1-model_v4_TED01:1.20.5:1:36
Q69YW2,
Q69YZ2,AF-Q69YZ2-F1-model_v4_TED01:1.10.287:49:156
Q6AI08,
Q6AI12,AF-Q6AI12-F1-model_v4_TED01:1.25.40.20:1:97;AF-Q6AI12-F1-model_v4_TED02:3.10.20.90:259:340
Q6AI39,AF-Q6AI39-F1-model_v4_TED01:1.20.5:747:786;AF-Q6AI39-F1-model_v4_TED02:1.20.5:787:823
Q6AWC8,
Q6AZY7,
Q6B0K9,AF-Q6B0K9-F1-model_v4_TED01:1.10.490.10:5:138
Q6B9Z1,AF-Q6B9Z1-F1-model_v4_TED01:-:29:58;AF-Q6B9Z1-F1-model_v4_TED02:-:60:111
Q6BDI9,AF-Q6BDI9-F1-model_v4_TED01:-:4:235
Q6BDS2,AF-Q6BDS2-F1-model_v4_TED01:-:2:242;AF-Q6BDS2-F1-model_v4_TED02:-:1193:1365
Q6DCA0,AF-Q6DCA0-F1-model_v4_TED01:3.30.700.20:105:296
Q6DKI7,AF-Q6DKI7-F1-model_v4_TED01:2.60.40.10:44:153
Q6DKK2,AF-Q6DKK2-F1-model_v4_TED01:1.25.40.10:272:371
Q6E0U4,
Q6E213,AF-Q6E213-F1-model_v4_TED01:-:7:333
Q6EBC2,"AF-Q6EBC2-F1-model_v4_TED01:1.20.1250,1.20.1250:35:163"
Q6EEV4,
Q6EKJ0,"AF-Q6EKJ0-F1-model_v4_TED01:-:20:84;AF-Q6EKJ0-F1-model_v4_TED02:3.90.1460.10:104:180;AF-Q6EKJ0-F1-model_v4_TED03:3.90.1460.10:325:405;AF-Q6EKJ0-F1-model_v4_TED04:-:431:495;AF-Q6EKJ0-F1-model_v4_TED05:3.30.420,3.30.420:545:949;AF-Q6EKJ0-F1-model_v4_TED06:-:659:839;AF-Q6EKJ0-F1-model_v4_TED07:-:854:911"
Q6EMB2,AF-Q6EMB2-F1-model_v4_TED01:-:670:818
Q6F5E8,AF-Q6F5E8-F1-model_v4_TED01:2.30.29.30:11:146;AF-Q6F5E8-F1-model_v4_TED02:3.80.10.10:193:374;AF-Q6F5E8-F1-model_v4_TED03:3.80.10.10:621:705;AF-Q6F5E8-F1-model_v4_TED04:-:723:898
Q6FI81,AF-Q6FI81-F1-model_v4_TED01:3.40.50.150:3:164
Q6GMR7,AF-Q6GMR7-F1-model_v4_TED01:3.90.1300.10:50:522
Q6GMV3,AF-Q6GMV3-F1-model_v4_TED01:3.40.1490.10:25:137
Q6GTS8,AF-Q6GTS8-F1-model_v4_TED01:3.40.630.10:46:490;AF-Q6GTS8-F1-model_v4_TED02:3.30.70.360:244:395
Q6GV28,AF-Q6GV28-F1-model_v4_TED01:1.20.140.150:7:170
Q6I9Y2,
Q6IA86,AF-Q6IA86-F1-model_v4_TED01:2.130.10.10:18:157;AF-Q6IA86-F1-model_v4_TED03:2.130.10.10:392:823;AF-Q6IA86-F1-model_v4_TED02:2.40.128:293:373
Q6IAA8,
Q6IAN0,AF-Q6IAN0-F1-model_v4_TED01:3.40.50.720:48:291;AF-Q6IAN0-F1-model_v4_TED02:-:294:325
Q6IB77,AF-Q6IB77-F1-model_v4_TED01:3.40.630:2:132;AF-Q6IB77-F1-model_v4_TED02:3.40.630.30:159:279
Q6IBW4,"AF-Q6IBW4-F1-model_v4_TED01:-:2:93;AF-Q6IBW4-F1-model_v4_TED02:1.10.10,1.10.10:516:597"
Q6IC83,
Q6ICB0,AF-Q6ICB0-F1-model_v4_TED01:3.90.1720.30:6:158
Q6ICG6,AF-Q6ICG6-F1-model_v4_TED01:-:114:394
Q6ICI0,AF-Q6ICI0-F1-model_v4_TED01:1.20.140.150:2:178
Q6ICL3,AF-Q6ICL3-F1-model_v4_TED01:3.60.60.10:2:272
Q6ICL7,AF-Q6ICL7-F1-model_v4_TED01:-:47:338
Q6IEE7,AF-Q6IEE7-F1-model_v4_TED01:2.60.40.1510:286:435;AF-Q6IEE7-F1-model_v4_TED02:2.60.40:442:534;AF-Q6IEE7-F1-model_v4_TED03:-:541:685
Q6IN85,AF-Q6IN85-F1-model_v4_TED01:2.30.29.30:3:113;AF-Q6IN85-F1-model_v4_TED02:-:130:301;AF-Q6IN85-F1-model_v4_TED03:-:578:654
Q6IPM2,
Q6IPR1,AF-Q6IPR1-F1-model_v4_TED01:-:22:82
Q6IPR3,AF-Q6IPR3-F1-model_v4_TED01:3.30.1960.10:4:203
Q6IPU0,AF-Q6IPU0-F1-model_v4_TED01:3.10.110:177:284
Q6IPW1,AF-Q6IPW1-F1-model_v4_TED01:1.20.5:99:123
Q6IPX3,
Q6IQ19,AF-Q6IQ19-F1-model_v4_TED01:1.20.5:216:252
Q6IS14,AF-Q6IS14-F1-model_v4_TED01:2.30.30.30:18:83;AF-Q6IS14-F1-model_v4_TED02:2.40.50.140:85:152
Q6ISU1,AF-Q6ISU1-F1-model_v4_TED01:2.60.40.10:27:129
Q6JVE6,AF-Q6JVE6-F1-model_v4_TED01:2.40.128.20:37:175
Q6L8G4,
Q6L8G5,
Q6L8G8,
Q6L8G9,
Q6L8H1,
Q6L8H2,
Q6L8H4,
Q6L9T8,AF-Q6L9T8-F1-model_v4_TED01:2.170.150.20:14:127
Q6MZM9,
Q6MZN7,
Q6MZP7,AF-Q6MZP7-F1-model_v4_TED01:-:523:580;AF-Q6MZP7-F1-model_v4_TED02:-:592:633;AF-Q6MZP7-F1-model_v4_TED04:-:690:736;AF-Q6MZP7-F1-model_v4_TED03:1.20.5:636:671
Q6MZQ0,AF-Q6MZQ0-F1-model_v4_TED01:-:39:217
Q6MZT1,AF-Q6MZT1-F1-model_v4_TED01:1.20.58.70:45:224
Q6N069,AF-Q6N069-F1-model_v4_TED01:1.25.40.10:7:111;AF-Q6N069-F1-model_v4_TED02:1.25.40:744:838
Q6N075,AF-Q6N075-F1-model_v4_TED01:1.20.1250.20:41:228;AF-Q6N075-F1-model_v4_TED02:1.20.1250.20:231:431
Q6NSI1,AF-Q6NSI1-F1-model_v4_TED01:1.25.40.20:48:189
Q6NSI3,
Q6NSI4,AF-Q6NSI4-F1-model_v4_TED01:2.40.50.140:44:188;AF-Q6NSI4-F1-model_v4_TED02:2.40.50.140:217:350;AF-Q6NSI4-F1-model_v4_TED03:2.40.50.140:362:502;AF-Q6NSI4-F1-model_v4_TED04:2.40.50.140:524:852
Q6NSW5,AF-Q6NSW5-F1-model_v4_TED01:3.30.450.200:2:152;AF-Q6NSW5-F1-model_v4_TED02:3.40.50.11500:168:268;AF-Q6NSW5-F1-model_v4_TED03:1.10.10:275:353
Q6NSX1,
Q6NT16,AF-Q6NT16-F1-model_v4_TED01:1.20.1250.20:32:219;AF-Q6NT16-F1-model_v4_TED02:1.20.1250.20:223:437
Q6NT52,AF-Q6NT52-F1-model_v4_TED01:2.10.90.10:24:119
Q6NT55,AF-Q6NT55-F1-model_v4_TED01:-:5:58;AF-Q6NT55-F1-model_v4_TED02:1.10.630.10:61:527
Q6NT89,
Q6NTE8,AF-Q6NTE8-F1-model_v4_TED01:-:2:336
Q6NUI1,
Q6NUJ2,
Q6NUK4,AF-Q6NUK4-F1-model_v4_TED01:-:1:81
Q6NUM9,"AF-Q6NUM9-F1-model_v4_TED01:3.50.50.60:64:610;AF-Q6NUM9-F1-model_v4_TED02:3.90.660,3.90.660:151:533"
Q6NUN7,
Q6NUP7,AF-Q6NUP7-F1-model_v4_TED01:1.25.40:284:409
Q6NUQ1,"AF-Q6NUQ1-F1-model_v4_TED01:-:287:431;AF-Q6NUQ1-F1-model_v4_TED02:1.10.357,1.20.1310:436:603;AF-Q6NUQ1-F1-model_v4_TED03:1.20.58:626:784"
Q6NUQ4,AF-Q6NUQ4-F1-model_v4_TED01:-:106:235
Q6NUR6,AF-Q6NUR6-F1-model_v4_TED01:-:9:39
Q6NUS6,AF-Q6NUS6-F1-model_v4_TED01:-:129:164;AF-Q6NUS6-F1-model_v4_TED02:-:206:370;AF-Q6NUS6-F1-model_v4_TED03:-:379:553
Q6NUS8,AF-Q6NUS8-F1-model_v4_TED01:3.40.50.2000:21:496;AF-Q6NUS8-F1-model_v4_TED02:3.40.50.2000:280:445
Q6NUT2,"AF-Q6NUT2-F1-model_v4_TED01:-:246:611;AF-Q6NUT2-F1-model_v4_TED02:3.40.50,3.40.50:619:758"
Q6NUT3,AF-Q6NUT3-F1-model_v4_TED01:1.20.1250.20:18:244;AF-Q6NUT3-F1-model_v4_TED02:1.20.1250.20:267:469
Q6NV74,
Q6NVH7,AF-Q6NVH7-F1-model_v4_TED01:3.40.50.300:9:166
Q6NVV1,AF-Q6NVV1-F1-model_v4_TED01:-:8:102
Q6NVV3,AF-Q6NVV3-F1-model_v4_TED02:-:191:327;AF-Q6NVV3-F1-model_v4_TED01:1.20.58:60:164
Q6NVV7,AF-Q6NVV7-F1-model_v4_TED01:-:12:100
Q6NVY1,AF-Q6NVY1-F1-model_v4_TED01:3.90.226.10:37:380
